Date,Open,High,Low,Close,Adj Close,Volume
1981-12-31,13.937500,14.000000,13.875000,13.968750,2.011821,449200
1982-01-04,13.750000,13.968750,13.500000,13.687500,1.971315,630400
1982-01-05,13.250000,13.468750,13.000000,13.000000,1.872299,1076800
1982-01-06,12.875000,12.968750,12.750000,12.875000,1.854296,1560400
1982-01-07,12.718750,12.937500,12.500000,12.625000,1.818292,1303600
1982-01-08,12.812500,12.906250,12.687500,12.781250,1.840794,991200
1982-01-11,12.593750,12.937500,12.250000,12.312500,1.773282,1479600
1982-01-12,12.500000,12.687500,12.281250,12.656250,1.822791,1089600
1982-01-13,12.656250,13.062500,12.218750,12.375000,1.782284,1231200
1982-01-14,12.531250,12.656250,12.375000,12.656250,1.822791,1068400
1982-01-15,12.687500,12.750000,12.593750,12.687500,1.827291,724400
1982-01-18,12.593750,12.781250,12.406250,12.781250,1.840794,897600
1982-01-19,12.593750,12.781250,12.406250,12.406250,1.786786,722000
1982-01-20,12.218750,12.437500,11.968750,12.187500,1.755280,1852800
1982-01-21,12.125000,12.312500,11.937500,12.062500,1.737277,1187200
1982-01-22,12.000000,12.156250,11.812500,11.812500,1.701271,868000
1982-01-25,12.093750,12.468750,11.687500,12.468750,1.795787,1900800
1982-01-26,12.375000,12.531250,12.187500,12.187500,1.755280,1143200
1982-01-27,12.468750,12.687500,12.250000,12.531250,1.804788,1310800
1982-01-28,12.875000,13.093750,12.625000,13.062500,1.881301,1169200
1982-01-29,13.437500,13.593750,13.281250,13.500000,1.944310,2861600
1982-02-01,12.937500,13.218750,12.656250,12.718750,1.831793,1345200
1982-02-02,12.781250,12.906250,12.625000,12.750000,1.836294,1434400
1982-02-03,12.500000,12.875000,12.125000,12.218750,1.759781,1294800
1982-02-04,12.312500,12.500000,12.125000,12.500000,1.800287,1818000
1982-02-05,12.656250,12.875000,12.406250,12.625000,1.818292,1472000
1982-02-08,12.218750,12.437500,12.000000,12.031250,1.732776,1396400
1982-02-09,12.093750,12.312500,11.875000,12.156250,1.750780,1279200
